,name,guiname,slider,description,flags,introduce,cancel,raise,lower,department,mincost,maxcost,cost multiplier,implementation,minincome,maxincome,incomemultiplier,,,,,,,,,,,,
#,InheritanceTax,Imposto sobre Heranca,inheritancetax,"Um imposto pago sobre a riqueza de um individuo, uma vez que e passada para seus descendentes. Um imposto sobre heranca protege a igualdade, impedindo que as familias acumulando riqueza e vantagem ao longo das geracoes, por isso e popular com os socialistas e os pobres. No entanto, algumas pessoas se opoem fortemente a qualquer coisa que os impede de entregar a sua riqueza arduamente ganha, especialmente a sua casa, para seus filhos.",,48,19,25,10,TAX,0,0,,1,460,1683.6,,#Effects,"Wealthy,-0.1-(0.25*x)","Socialist,0+(0.2*x)","Equality,0.1+(0.3*x),24","Conservatives,0-(0.12*x)","MiddleIncome,0-(0.18*x)","_HighIncome,0-(0.12*x)","Retired,0-(0.22*x)","_global_socialism,0+(0.1*x),32",,,
#,IntelligenceServices,Servicos de Inteligencia,intel,"Os servicos de seguranca sao uma ferramenta essencial na luta contra a criminalidade organizada e o terrorismo. Bom, a inteligencia confiavel pode ser dificil e caro para obter, e, em muitos casos, os metodos utilizados podem ser impopular com os liberais e defensores dos direitos humanos.",UNCANCELLABLE,13,13,7,8,LAWANDORDER,900,1600,,4,0,0,,#Effects,"Liberal,0-(0.18*x)","CrimeRate,0-(0.12*x),2","Patriot,0+(0.05*x)","_Terrorism,0.2-(0.3*x),2","_security_,0+(0.4*x),2",,,,,,
#,InternetCensorship,Censura na Internet,internetcensorship,"Liberais sugeriria que a maior caracteristica da internet e a liberdade de censura e controle, levando a uma sociedade aberta e tolerante. A liberdade tem o seu preco no entanto, e nao ha falta de material na internet que podem ajudar aqueles com intencao criminosa. Opnioes sobre o que deve e nao deve ser censurado na web e amargamente dividida.",,27,27,14,10,LAWANDORDER,250,400,,1,0,0,,#Effects,"Conservatives,0.10+(0.15*x)","Technology,0.00-(0.12*x),4","Liberal,-0.25-(0.25*x)","Young,-0.08-(0.25*x)",,,,,,,
#,InternetTax,Imposto de Internet,tax,"A medida que mais e mais estabelecimentos de comercio 'fisicos' convencionais se move para a web, os governos sao tentados a cobrar impostos sobre essas operacoes, a fim de 'nivelar o campo de jogo'. No entanto, os adversarios de um credito fiscal de internet que tal medida iria prejudicar a economia hi-tech e fazer mal enorme a competitividade do pais.",,28,10,18,4,TAX,0,0,,1,115,7015,"GDP,0.2+(0.8*x)",#Effects,"Technology,-0.10-(0.23*x),4","GDP,0.00-(0.05*x),2","_MiddleIncome,0-(0.02*x)",,,,,,,,
#,JuryTrial,Tribunal do Juri,jurytrial,"O direito de ser julgado por membros comuns do publico, em vez de um juiz e visto como um direito humano fundamental por muitos liberais. Os conservadores argumentam que tal processo e caro, desperdicio de tempo e nao e mais justo do que um juiz ou um grupo de magistrados. Sua perfeitamente possivel ter um sistema em que um tribunal do juri e reservada para crimes mais graves, com ensaios menores presidida por um magistrado.",,18,25,8,10,LAWANDORDER,105,322,,1,0,0,,#Effects,"Liberal,0+(0.15*x)",,,,,,,,,,
#,LabourLaws,Leis do Trabalho,labourlaws,"As leis trabalhistas sao, basicamente, as restricoes sobre o direito do trabalhador a greve. Os capitalistas argumentam que tais restricoes sao vitais para evitar que os trabalhadores-chave, como os trabalhadores da central electrica, policiais e maquinistas parem o pais. Os sindicalistas consideram o direito de greve a ser fundamental e nao abertos a negociacao.",UNCANCELLABLE,45,45,27,20,ECONOMY,100,160,,2,0,0,,#Effects,"Socialist,-0.05+(0.1*x)","TradeUnionist,-0.14+(0.28*x)","WorkingWeek,0.37-(0.56*x)","Capitalist,0.05-(0.1*x)","WorkerProductivity,0.05-(0.10*x)","TradeUnionist_freq,-0.10+(0.20*x),8","_global_socialism,-0.10+(0.20*x),8","Wages,-0.12+0.24*x)",,,
#,LegalAid,Assistencia Juridica,default,"Nem todo mundo tem o dinheiro para pagar um advogado para defender-se em tribunal. Apesar de um cidadao poder teoricamente defender-se, oferecer os advogados empregados do estado deve fazer um sistema mais justo. Por outro lado, este e basicamente um grande subsidio para as pessoas que ja foram acusados ​​de um crime, mas lembre-se que eles sao inocentes ate que se prove culpado.",,13,13,7,9,LAWANDORDER,10,400,,1,0,0,,#Effects,"Liberal,0.05+(0.05*x)","Poor,0.025+(0.05*x)","Socialist,0.02+(0.02*x)","Equality,0.02+(0.04*x)","_LowIncome,0+(0.04*x)",,,,,,
#,LegaliseProstitution,Legalizar Prostituicao,default,"Conservadores dizem que a legalizacao da prostituicao ira marcar um declinio nos valores familiares. Outros dizem que a prostituicao e improvavel de desaparecer, mesmo se for ilegal, e melhor para a sociedade e para as prostitutas que a pratica seja regulamentada e monitorada do que criminalizada.",,25,25,12,8,LAWANDORDER,0,0,,1,0,0,,#Effects,"Conservatives,-0.30-(0.10*x)","GDP,0.03+(0.02*x),2","Liberal,0.05+(0.03*x)","Parents,-0.08-(0.02*x)","Religious,-0.33-(0.07*x)",,,,,,
#,LuxuryGoodsTax,Imposto para Itens Luxuosos,luxtax,"Um imposto que visa  especificamente os grandes gastadores de nossa sociedade. Uma sobretaxa e adicionada a itens luxuosos como carros esportivos, iates particulares etc. Mesmo nao sendo uma grande fonte de renda, esse imposto pode ser popular com as pessoas preocupadas com as diferencas entre pobres e ricos. O imposto para itens luxuosos pode encorajar pessoas que ganham muito a viver e trabalhar em outro lugar.",,14,8,7,3,TAX,0,0,,1,115,8137.4,"Wealthy_perc,0+(1.0*x)",#Effects,"Wealthy,0-(0.25*x)","Socialist,0+(0.4*x)","Capitalist,0-(0.08*x)","Equality,0.05+(0.2*x),4","_HighIncome,0-(0.18*x)",,,,,,
#,MarriedTaxAllowance,Reducao de Imposto para Casais,marriedtax,"Isso e uma reducao de impostos para casais, encorajando as pessoas a se casarem e ficarem juntas. A igreja acha essencial o estado encorajar valores tradicionais. Alguns veem isso como interferencia religiosa no sistema de impostos sem razao.",,21,21,12,8,TAX,100,5200,"GDP,0.25+(0.75*x)",1,0,0,,#Effects,"Religious,0.1+(0.2*x)","Conservatives,0.07+(0.10*x)","Parents,0.02+(0.03*x)","_global_liberalism,-0.04-(0.04*x),12",,,,,,,
#,MaternityLeave,Licenca Maternidade,maternityleave,"Para algumas pessoas, garantir que as maes tenham licenca maternidade e que retornem a seu emprego depois e um sinal de uma sociedade civilizada que encoraja a mulher a trabalhar. Algumas empresas pequenas estao preocupadas que isso pode resultar em um fardo imprevisivel e potencialmente perigoso para a empresa, especialmente se o numero de empregados sao pequenos. Com isso pode-se argumentar que isso pode na verdade encorajar os empregadores a nao contratar mulheres.",,13,18,7,7,ECONOMY,0,0,,1,0,0,,#Effects,"Parents,0.07+(0.15*x)","WorkerProductivity,-0.05-(0.07*x)","Parents_income,0+(0.1*x)","Parents_freq,0.025+(0.04*x),4","TradeUnionist,0.06+(0.05*x)",,,,,,
#,MicrogenerationGrants,Subsidios de Micro-Geracao,default,"Estes subsidios sao dados aos cidadaos para ajudar a subsidiar o custo de sistemas de micro-energia como  paineis solares e turbinas de vento. Esse e um bom jeito de tomar vantagem de algumas pessoas que querem dar um passo para uma energia mais limpa e mais verde, e aumenta a eficiencia energetica do pais.",,10,10,3,7,TAX,100,1100,"GDP,0.25+(0.75*x)",2,0,0,,#Effects,"Environmentalist,0.03+(0.06*x)","EnergyEfficiency,0.01+(0.11*x),4","Environmentalist_income,0.02+(0.05*x)","Environmentalist_freq,0.02+(0.06*x)","CO2Emissions,-0.02-(0.05*x),8","Environment,0.02+(0.04*x),8",,,,,
#,MilitarySpending,Gastos Militares,militaryspending,"Um moderno e bem equipado exercito pode custar uma fortuna, e muitas pessoas acham que o dinheiro pode ser gasto em outros lugares. Outras pessoas (especialmente os patriotas) dizem que voce nao pode colocar um preco na liberdade e na seguranca, e ainda falam sobre os beneficios para nossos empresarios e tecnologias.",UNCANCELLABLE,0,0,9,19,FOREIGNPOLICY,1000,10030,"_default_,1.0;Wages,-0.1+(0.2*x)",8,0,0,,#Effects,"Patriot,-0.35+(0.62*x)","Unemployment,0.00-(0.23*x)","StateEmployees,0.00+(0.23*x)","_Terrorism,0-(0.2*x),4","StateEmployees_freq,-0.05+(0.16*x)","StateEmployees_income,-0.3+(0.09*x)","Liberal,-0.10*(x^4)",,,,
#,Monorail,Sistema Nacional de Monotrilhos,default,"Monotrilhos sao muitas vezes vistos como o sistema de transporte do futuro. Eles sao promovidos como sendo rapido, confiavel e ambientalmente beneficos. O principal problema e no entanto o custo elevado. O tempo de construcao tambem e uma consideracao importante para que o investimento em uma rede nacional levaria muito tempo para dar uma boa recompensa eventualmente.",,14,14,8,8,TRANSPORT,2100,2320,,16,0,0,,#Effects,"CarUsage,-0.06-(0.10*x),2","Commuter,0.12+(0.15*x)","Unemployment,0-(0.05*x)",,,,,,,,
#,MortgageTaxRelief,Alivo da taxa de mortizacao,default,"Isto permite que as pessoas reivindiquem beneficios fiscais sobre os pagamentos de juros que eles tem que fazer quando eles pedirem dinheiro emprestado para comprar uma casa. Isso ajuda os compradores de casas para pagar os seus pagamentos de hipotecas, mas pode ser ressentido por aqueles que nao estao em uma posicao para comprar uma casa, uma vez que e efetivamente uma reducao de impostos para compradores de casas.",,31,44,18,22,TAX,200,920,"GDP,0.25+(0.75*x)",1,0,0,,#Effects,"MiddleIncome,0.1+(0.18*x)","Socialist,-0.06-(0.07*x)","Poor,-0.07-(0.06*x)","_MiddleIncome,0+(0.09*x)",,,,,,,
#,Narcotics,Narcoticos,narcotics,"Drogas como maconha e heroina devem ser legalizada? Os defensores sugerem que e o crime associado a compra de medicamentos do mercado negro que causam problemas, e legalizacao de drogas iria reduzir a criminalidade. Os opositores apontam para os riscos de saude e dizer que estaria dando em criminosos.",UNCANCELLABLE,37,37,27,20,LAWANDORDER,0,0,,5,0,0,,#Effects,"Liberal,-0.05+(0.2*x)","Parents,0.00-(0.15*x)","CrimeRate,0.00+(0.20*x)","Conservatives,0.05-(0.2*x)","LegalDrugConsumption,0.8*(GDP+0.2)*x",,,,,,
#,NationalService,Servico Nacional,nationalservice,"Servico militar obrigatorio para alguns cidadaos, onde sao ensinadas as nocoes basicas de como se defender este pais de ataques tem alguns beneficios. Por exemplo, nos permitiria ter um exercito regular menor. No entanto, existem preocupacoes sobre forcando as pessoas a pegar em armas contra a sua vontade.",,50,45,26,16,FOREIGNPOLICY,100,80,,1,0,0,,#Effects,"Liberal,-0.10-(0.02*x)","Patriot,0.15+(0.03*x)","Conservatives,0.20+(0.24*x)","Young,-0.20-(0.02*x)","Patriot_freq,0.10+(0.06*x)",,,,,,
#,OrganDonation,Doacao de Orgaos,organdonation,"Nao sao poucos os que discordam que o transplante de orgaos e uma tecnologia incrivel, mas ela exige uma oferta abundante de doadores. Infelizmente muitas pessoas nao dao a consideracao ao topico. Alguns sugerem que uma politica de 'optar para sair' e o melhor, assumindo que todos consentem com a doacao, salvo indicacao contraria. Outros sugerem que este nao e um lugar para o Estado de interferir e permissao explicita deve ser solicitada.",,13,13,9,7,PUBLICSERVICES,8,10,,1,0,0,,#Effects,"Health,0.05+(0.06*x)","Religious,-0.08-(0.025*x)",,,,,,,,,
#,OrganicSubsidy,Subsidio para Fazendas Organicas ,default,"Os defensores da agricultura organica dizem que o Estado deve subsidiar este metodo de cultivo por causa dos beneficios de saude de alimentos sem aromatizantes artificiais e aditivos. Naturalmente, essa medida e popular com os agricultores e ambientalistas, mas algumas pessoas veem isso como uma distorcao sem sentido do que deve ser um mercado livre.",,15,18,9,9,ECONOMY,190,800,,1,0,0,,#Effects,"Environmentalist,0.11+(0.09*x)","Farmers,0.10+(0.18*x)","Capitalist,-0.05-(0.02*x)","Health,0.02+(0.06*x),8","Farmers_income,0+(0.10*x)","Environmentalist_income,0+(0.05*x)","Farmers_freq,0.05+(0.09*x)",,,,
#,PetrolTax,Imposto de Petroleo,tax,#N/DISP,,49,28,36,10,TAX,0,0,,1,1150,21045,"CarUsage,0+(1.0*x)",#Effects,"CarUsage,0.00-(0.40*x),4","Motorist,0.00-(x^5)","Environmentalist,0.00+(0.20*x)","GDP,-0.13*(x^7),2","Motorist_income,0-(0.15*x)","Motorist_freq,0-(0.16*x)",,,,,
#,PhoneTapping,Escutas,phonetapping,"Do ponto de vista da lei e da ordem, escutas e uma arma essencial na luta contra a criminalidade organizada e o terrorismo. O problema e que e dificil de evitar o uso indevido de tal sistema, e os liberais estao ansiosos para apontar como escutas generalizada e um sinal muito sinistro de um estado policial.",,26,16,19,8,LAWANDORDER,10,40,,3,0,0,,#Effects,"Liberal,-0.1-(0.25*x)","CrimeRate,-0.05-(0.25*x)","_Terrorism,-0.05-(0.15*x)","_security_,(0.075+0.1*x)",,,,,,,
#,PlasticBagTax,Taxa de Sacola Plastica,default,"As sacolas plasticas, ao contrario do papel nao sao biodegradaveis ,​​ou seja, acabou terminando em grandes aterros ja que nao se decompoem . Um imposto sobre elas desencoraja seu uso e incentiva as pessoas a reutilizar-las. Os capitalistas so veem isso como a intromissao do Estado.",,4,1,1,0,TAX,6,7,,1,5.75,70.15,,#Effects,"Environmentalist,0.02+(0.03*x)","Capitalist,-0.02-(0.02*x)",,,,,,,,,
#,PoliceForce,Forca Policial,default,"Todo governo precisa de uma forca policial para garantir a ordem e que as leis sejam obedecidas, mas e uma questao de debate exatamente o quanto deve ser gasto com a policia. Alguns concordam com uma grande forca com a policia em cada esquina, outros preferem menos agentes e abordagens tolerantes.",UNCANCELLABLE,25,37,4,18,LAWANDORDER,300,2320,"_default_,1.0;Wages,-0.1+(0.2*x)",6,0,0,,#Effects,"CrimeRate,-0.35*(x^0.6),4","ViolentCrimeRate,-0.52*(x^0.6),3","Conservatives,-0.2+(0.48*x)","StateEmployees,-0.15+(0.37*x)","StateEmployees_freq,-0.05+(0.1*x)","StateEmployees_income,-0.3+(0.09*x)","Unemployment,0-(0.03*x)",,,,
#,PollutionControls,Controle de Poluicao,pollutioncontrols,"Restricoes sobre os produtos quimicos e as emissoes podem ser liberados na atmosfera. Reduz a poluicao e aumentar a saude, eventualmente, com um aumento economica.",,6,6,3,3,ECONOMY,10,24,,4,0,0,,#Effects,"Environmentalist,0.1+(0.13*x)","Capitalist,-0.02-(0.08*x)","Environment,0.1+(0.2*x),12","GDP,0-(0.05*x),4","CO2Emissions,-0.05-(0.14*x),12",,,,,,
#,PrisonerTagging,Monitoracao de Prisioneiro,default,"Uma alternativa de alta tecnologia para o encarceramento que permite que as pessoas a re-integracao com a comunidade apos a libertacao da prisao, permitindo simultaneamente que as autoridades policiais para mantenham um olhar atento sobre eles. Os liberais tem a preocupacao de que tal sistema e um passo em direcao a um estado policial que monitora cada movimento nosso.",,14,14,7,4,LAWANDORDER,16,32,,1,0,0,,#Effects,"Liberal,-0.10-(0.12*x)","CrimeRate,-0.05-(0.08*x)","ViolentCrimeRate,-0.05-(0.09*x)", ,,,,,,,
#,Prisons,Prisoes,prisons,"Alguns argumentam que fornecer o numero minimo de celas frias e a unica disposicao que precisa ser feito para aqueles que violaram a lei. Outros sugerem que gastar mais dinheiro permite prisioneiros a serem reabilitados, bem como punidos e reduz as chances de reincidencia.",UNCANCELLABLE,13,20,7,8,LAWANDORDER,100,1920,"CrimeRate,0.1+(0.9*x)",6,0,0,,#Effects,"CrimeRate,0.00-(0.07*x),8","Liberal,0.12*(x^4)","Conservatives,0.00+(0.12*x)","StateEmployees,0+(0.15*x)","StateEmployees_freq,-0.05+(0.1*x)","Unemployment,0-(0.02*x)",,,,,
#,PropertyTax,Taxa de Propriedade,tax,"A tributacao do combustivel pode ser uma grande fonte de renda para um governo, e tambem pode ser visto como uma politica verde, incentivando as pessoas a dirigir menos, ou para usar os carros mais eficiente de combustivel. Criticos sugerem que este e apenas mais um imposto cinico sobre o motorista, e alguns se queixam de que a alternativa (transporte publico) nao e uma opcao viavel para todos.",,37,33,19,10,TAX,0,0,,2,1150,12650,"GDP,0.5+(0.5*x)",#Effects,"_MiddleIncome,0-(0.1*x)","_HighIncome,0-(0.14*x)","Socialist,0+(0.12*x)","Capitalist,0-(0.15*x)","Equality,0+(0.15*x)","MiddleIncome,0-(0.32*x)","Wealthy,0-(x^11)","Retired,0-(0.28*x)", ,,
#,PublicLibraries,Bibliotecas Pulblicas,default,"As bibliotecas publicas oferecem uma serie de servicos, atuando como um foco para as comunidades, proporcionando o acesso a informacao e a literatura para pessoas com baixos rendimentos, e permitir que as pessoas a aprender novas habilidades fora do estabelecimento de ensino normal.",,10,21,6,9,PUBLICSERVICES,50,800,,4,0,0,,#Effects,"Education,0.02+(0.05*x),4","Equality,0.02+(0.02*x),4","Retired,0.03+(0.03*x)",,,,,,,,
#,RacialProfiling,Perfil Racial,default,"A discriminacao racial (ou etnica) e a pratica de usar a raca como um fator de identificacao de criminosos e potenciais criminosos. Policiais afirmam que o uso de discriminacao racial que lhes permite reduzir rapidamente as listas de potenciais suspeitos, e melhor concentrar os seus esforcos, mas adversarios temem que leva a discriminacao racial pela policia.",,32,16,18,8,LAWANDORDER,0,0,,1,0,0,,#Effects,"CrimeRate,0-(0.09*x)","ViolentCrimeRate,0-(0.09*x)","Liberal,-0.06-(0.06*x)","RacialTension,0.2+(0.1*x)","_Terrorism,-0.04-(-0.05*x)",,,,,,
#,RaceDiscriminationAct,Lei de Discriminacao Racial,default,"Impede a discriminacao dos cidadaos puramente na base da raca, ou seja, praticas empregaticias racistas etc",,2,26,1,10,LAWANDORDER,5,9,,1,0,0,,#Effects,"RacialTension,0-(0.14*x)","Liberal,0.1+(0.03*x)","EthnicMinorities,0.2+(0.1*x)","Conservatives,-0.05*(x^4)","_global_liberalism,0+(0.12*x),8",,,,,,
#,RailSubsidies,Subsidios Ferroviarios,default,"Viajar de trem nao e apenas mais ecologico do que a viagem de carro, e muito mais eficiente em termos de tempos de transporte e os congestionamentos. Claro que requer um investimento adequado a muito longo prazo, e, entretanto, os motoristas se ofender a subsidiar um sistema que eles nao usam. Ele pode levar varios anos para os efeitos do investimento ferroviario para fazer efeito.",,18,18,10,9,TRANSPORT,500,4800,,24,0,0,,#Effects,"Commuter,0.10+(0.25*x)","Motorist,0.00-(0.20*x)","RailUsage,0.00+(0.35*x),8","_LowIncome,0+(0.06*x)","_MiddleIncome,0+(0.02*x)","Commuter_income,0+(0.1*x)","Commuter_freq,0+(0.12*x),4","Unemployment,0-(0.09*x)",,,
#,Recycling,Reciclagem,recycling,"Os defensores da reciclagem argumentam que jogar lixo em aterros sanitarios so nao e uma solucao a longo prazo, e que o governo precisa mostrar o caminho, oferecendo instalacoes para reciclar o maximo de residuos possivel. Isto pode incluir jornais de reciclagem, papelao, garrafas e ate mesmo alguns plasticos.",,13,18,4,4,ECONOMY,40,400,,5,0,0,,#Effects,"Environmentalist,0.05+(0.12*x)","Environment,0.01+(0.04*x)","Environmentalist_freq,0.02+(0.08*x),12",,,,,,,,
#,RoadBuilding,Construcao de Estradas,roadbuilding,"Embora os ambientalistas argumentam que muitas vezes mais estradas apenas geram mais congestionamento, nao surpreendentemente nao e assim que o motorista que esta sentado no transito ve. A construcao de novas estradas e um processo muito caro e muito lento, mas alguns sugerem a sua vital para manter nosso funcionamento economia.",UNCANCELLABLE,30,30,18,18,TRANSPORT,100,5100,,16,0,0, ,#Effects,"Motorist,-0.25+(0.55*x),4","Environmentalist,0.16-(0.40*x)","CarUsage,0.20+(0.29*x),4","TrafficCongestion,0-(0.3*x)","Unemployment,0-(0.05*x)", ,,,,,
#,RuralDevelopmentGrants,Subsidio Desenvolvimento Rural,default,"Com o avanco da tecnologia e cada vez mais cidadaos aceitar empregos em nossas cidades, existe o perigo de que a pobreza eo desemprego vai subir para niveis inaceitaveis ​​no campo. Bolsas de desenvolvimento rural que distorcem o mercado livre, mas tambem apoiar as empresas rurais e prevenir a pobreza entre os agricultores e outras ocupacoes rurais.",,27,27,18,15,ECONOMY,100,400,,6,0,0,,#Effects,"_LowIncome,0.02+(0.13*x)","Unemployment,0.00-(0.15*x)","Equality,0.00+(0.14*x)","Farmers,0.10+(0.30*x)","GDP,0.00+(0.06*x),4","Farmers_freq,0.02+(0.06*x),8",,,,,
#,SalesTax,Taxa de Vendas,salestax,"Imposto sobre vendas e o imposto classico 'regressivo', que significa que ele nao leva em conta a capacidade de pagamento. Os criticos argumentam que isso afeta desproporcionalmente os pobres e, portanto, aumenta a desigualdade. Os defensores argumentam que e relativamente facil de coletar e afeta a todos, e e, portanto, justo. As empresas podem se opor a carga administrativa do imposto.",MULTIPLYINCOME,37,21,26,9,TAX,0,0,,1,575,61732,"GDP,0.2+(0.8*x);TaxEvasion,1.0-(0.2*x)",#Effects,"PovertyRate,0.00+(0.20*x)","SelfEmployed,0.00-(0.21*x)","Capitalist,0.00-(0.15*x)","Equality,-0.02-(0.32*x)","_LowIncome,0-(0.12*x)","_MiddleIncome,0-(0.06*x)",,,,,
#,SateliteRoadPricing,Preco das Estrada Satelite,default,"Um sistema caro, que requer transponders a serem instalados em carros de todo mundo e mantem o controle sobre o que as pessoas usam as estradas (e quando). Permite preco por estrada para o uso do carro que da as autoridades locais um bom controle sobre a reducao do congestionamento, sem sobrecarregar os motoristas em areas rurais mais remotas que nao tem sistema de transporte alternativo.",,52,21,26,14,TRANSPORT,2500,2000,,16,0,7015,"CarUsage,0+(1.0*x)",#Effects,"CarUsage,-0.25*(x^4),4","Motorist,-0.08-(0.06*x)","Environmentalist,0.06+(0.1*x)","Motorist_income,-0.04-(0.1*x)","Capitalist,0.05+(0.02*x)",,,,,,
#,SchoolBuses,Onibus Escolares Subsidiados,default,"Os subsidios estatais para onibus escolares garantem que cada aluno tem uma viagem eficiente e segura para a escola, ao passo que a reducao do numero de viagens curtas para a escola realizadas pelos pais, reduzindo assim o trafego nas estradas. Os pais tambem sao mais felizes sabendo que ha onibus escolares adequados e aprovados.",,14,21,7,10,TRANSPORT,250,520,,2,0,0,,#Effects,"Parents,0.07+(0.07*x)","BusUsage,0.05+(0.15*x),2",,,,,,,,,
#,SchoolPrayers,Oracoes Escolares,schoolprayers,"Os liberais, muitas vezes argumentam que a educacao dos nossos cidadaos mais jovens devem ser mantidas totalmente separadas de qualquer ensinamentos religiosos. Por outro lado, ele argumentou que alguma oracao obrigatoria nas escolas e uma forma de promover os valores morais em nossas criancas.",,49,39,19,14,PUBLICSERVICES,0,0,,1,0,0,,#Effects,"Religious,0.05+(0.15*x)","Liberal,-0.05-(0.05*x)","Religious_freq,0.04+(0.25*x),32","RacialTension,0.1+(0.11*x),2",,,,,,,
#,ScienceFunding,Financiamento de Ciencia,sciencefunding,"Em alguns paises, a maioria das pesquisas e financiada por empresas privadas. Ciencia financiada pelo Estado pode ser util para investir em projetos de pesquisa de longo prazo ou aqueles que nao podem ser comercialmente gratificante. Os beneficios da pesquisa do setor do estado estao disponiveis gratuitamente para toda a populacao, em vez de patenteado por empresas.",UNCANCELLABLE,10,20,6,8,PUBLICSERVICES,85,4000,,4,0,0,,#Effects,"Technology,-0.10+(0.21*x),4","EnergyEfficiency,-0.1+(0.2*x),12","GDP,0+(0.08*x),20","StateEmployees,-0.15+(0.3*x)","StateEmployees_freq,-0.05+(0.1*x)","Unemployment,0-(0.03*x)",,,,,
#,SmallBusinessGrants,Bolsa Pequena Empresas,default,"A taxa de falha para as pequenas empresas e muito elevado. Nos primeiros anos de negociacao, um subsidio do governo preferencial pode ser uma grande ajuda para comecar um novo empreendimento do chao. Isso pode levar a um grande impulso para a economia, mas tambem pode ser uma politica caro sem garantia de bons resultados.",,10,14,4,7,ECONOMY,100,5000,"GDP,0.25+(0.75*x)",2,0,0,,#Effects,"SelfEmployed,0.10+(0.25*x)","GDP,0.01+(0.05*x),8","Capitalist,0+(0.09*x)","_global_socialism,-0.04-(0.1*x),12","SelfEmployed_freq,0.02+(0.06*x),4","SelfEmployed_income,0.01+(0.15*x)","TradeUnionist_freq,-0.02-(0.04*x),4","Capitalist_income,0+(0.05*x),4",,,
#,SpaceProgram,Program Espacial,spaceprogram,"Invista em esforcos de seu pais para explorar o espaco! Bem como os beneficios puramente cientificas, um programa espacial bem financiada vai aumentar o nivel de especializacao tecnologica em toda a economia. Ele tambem ira unir o pais e incentivar o patriotismo.",,24,26,18,10,ECONOMY,1000,3900,,16,0,0,,#Effects,"Patriot,0.05+(0.15*x)","Patriot_freq,0.05+(0.15*x)","Unemployment,-0.02-(0.05*x)","StateEmployees,0.035+(0.075*x)","Technology,0+(0.12*x),16","Religious_freq,-0.02-(0.06*x),20",,,,,
#,SpeedCameras,Radar de Velocidade,speedcameras,"Radares de Velocidade sao uma forma automatizada para impor restricoes de velocidade nas nossas estradas, sem ter que investir uma fortuna na policia de transito extras. Os defensores afirmam que reduzir mortes na estrada e liberar a policia para lidar com o crime mais grave, os opositores afirmam que eles sao uma maneira cinica de tributar o motorista e nao tem nada a ver com a seguranca",,39,14,14,7,LAWANDORDER,1,8,,5,11.5,210.45,,#Effects,"Motorist,0.00-(0.25*x)","Parents,0.01+(0.03*x)","Health,0.01+(0.015*x),4","Motorist,-0.02-(0.08*x)",,,,,,,
#,StateHealthService,Servico de Saude do Estado,healthservice,"Embora muitos cidadaos ficariam felizes em pagar para seu proprio tratamento de saude particular, nao quer dizer que o Estado nao tem o dever de fornecer um nivel minimo de tratamento de saude gratuito para todos, independentemente de renda. Servicos de saude pode ser caro, por isso e uma questao de debate a respeito de quanto deve ser gasto.",,38,60,18,26,PUBLICSERVICES,3000,12000,"_default_,0.6;TobaccoUse,0+(0.1*x);Environment,0.2-(0.1*x);Alcoholism,0.1+(0.1*x);Wages,-0.1+(0.2*x)",12,0,0,,#Effects,"Poor,0.05+(0.15*x)","Capitalist,-0.02-(0.10*x)","Wealthy,0.00-(0.10*x)","Socialist,0.05+(0.11*x)","Health,0.25*(x^0.6)+0.05,4","Retired,0.00+(0.16*x)","Unemployment,0-(0.19*x)","StateEmployees,0.00+(0.22*x)","StateEmployees_freq,0+(0.1*x)","StateEmployees_income,0+(0.09*x)","_global_socialism,0+(0.08*x),4"
#,StateHousing,Habitacao do Estado,default,"Alguns cidadaos preferem possuir suas proprias casas, mas o custo da habitacao e tal que uma grande proporcao da populacao vive em casa alugada. Habitacao do Estado e fornecido, a uma taxa reduzida, para aqueles que nao podem pagar a taxa de mercado. Isto pode ser caro para financiar, mas os beneficios sociais tambem sao significativos.",,13,18,8,8,WELFARE,1000,8400,,16,0,0,,#Effects,"Capitalist,-0.02-(0.1*x)","Poor,0.05+(0.05*x)","Equality,0.03+(0.21*x)","Socialist,0+(0.20*x)","PovertyRate,0-(0.17*x)","_LowIncome,0+(0.17*x)","_global_socialism,0.03+(0.02*x),12",,,,
#,StatePensions,Pensoes do Estado,default,"Ao inves de deixa-lo por conta do individuo para se sustentar apos a aposentadoria, pensoes do Estado podem garantir um padrao minimo de vida para os idosos. Esteja ciente de que, como a expectativa de vida aumenta, o custo para o Estado de pagar pensoes aumenta enormemente. O nivel de pensao do Estado podem encorajar ou desencorajar os cidadaos para salvar em planos de previdencia privada.",,19,49,9,26,WELFARE,2500,14000,"_default_,1.0;Health,0.2*(x^6)",2,0,0,,#Effects,"Capitalist,-0.02-(0.1*x)","Retired,0.2+(0.55*x)","Poor,0.07+(0.12*x)","PovertyRate,0-(0.2*x)","Retired_income,0.1+(0.2*x)","_global_socialism,0.03+(0.02*x),12","Retired_freq,0+(0.09*x),8",,,,
